booking_id,customer_id,stylist_id,service_type,booking_date,booking_hour,day_of_week,lead_time_days,duration_mins,price,showed_up,loyalty_tier,location,age,gender,hist_noshow_rate
BK00945,CUST0329,STYLIST09,Waxing,2025-12-29,19,0,1,30,341,1,Silver,Nellore,43,Male,0.2222222222222222
BK00946,CUST0329,STYLIST02,Waxing,2024-12-01,12,6,7,30,284,0,Silver,Nellore,43,Male,0.2222222222222222
BK00947,CUST0281,STYLIST05,Haircut,2025-02-21,18,4,14,30,243,1,Gold,Chennai,58,Male,0.25
BK00948,CUST0137,STYLIST01,Haircut,2025-02-03,20,0,14,30,288,0,Silver,Nellore,45,Female,0.15384615384615385
BK00949,CUST0099,STYLIST05,Hair Spa,2026-04-29,12,2,2,60,694,1,Gold,Nellore,36,Male,0.08333333333333337
BK00950,CUST0438,STYLIST07,Hair Spa,2025-01-27,16,0,0,60,960,1,Bronze,Hyderabad,51,Female,0.1428571428571429
BK00951,CUST0114,STYLIST01,Hair Spa,2024-12-30,10,0,2,60,617,1,Bronze,Nellore,38,Male,0.16666666666666663
BK00952,CUST0416,STYLIST01,Hair Colour,2026-03-28,11,5,0,90,857,1,Bronze,Bangalore,45,Female,0.16666666666666663
BK00953,CUST0467,STYLIST04,Bridal Package,2024-08-26,10,0,2,180,12436,1,Bronze,Nellore,62,Male,0.2222222222222222
BK00954,CUST0036,STYLIST01,Haircut,2025-05-12,11,0,2,30,203,1,Bronze,Nellore,61,Female,0.2222222222222222
BK00955,CUST0069,STYLIST09,Facial,2025-07-03,12,3,2,60,1011,1,Silver,Hyderabad,57,Male,0.0
BK00956,CUST0363,STYLIST01,Hair Colour,2025-09-15,18,0,0,90,1326,1,Silver,Nellore,60,Female,0.2222222222222222
BK00957,CUST0205,STYLIST05,Hair Colour,2025-03-14,16,4,1,90,1199,0,Bronze,Nellore,44,Female,0.1428571428571429
BK00958,CUST0292,STYLIST08,Hair Spa,2024-12-30,12,0,0,60,552,1,Silver,Chennai,28,Male,0.11764705882352944
BK00959,CUST0423,STYLIST02,Waxing,2025-01-16,14,3,1,30,346,1,Silver,Nellore,45,Male,0.4
BK00960,CUST0454,STYLIST06,Hair Spa,2025-06-12,19,3,1,60,636,1,Platinum,Nellore,32,Female,0.16666666666666663
BK00961,CUST0107,STYLIST04,Haircut,2026-01-23,15,4,0,30,238,1,Gold,Nellore,22,Female,0.25
BK00962,CUST0441,STYLIST02,Waxing,2025-07-27,11,6,0,30,259,1,Bronze,Nellore,39,Male,0.2222222222222222
BK00963,CUST0058,STYLIST05,Waxing,2026-04-25,10,5,2,30,352,1,Silver,Chennai,58,Female,0.125
BK00964,CUST0238,STYLIST03,Waxing,2025-12-21,14,6,1,30,414,1,Silver,Hyderabad,57,Female,0.125
BK00965,CUST0358,STYLIST01,Pedicure,2025-12-03,13,2,7,45,513,0,Silver,Nellore,46,Male,0.23529411764705888
BK00966,CUST0230,STYLIST01,Haircut,2025-05-26,15,0,0,30,221,0,Bronze,Chennai,33,Male,0.125
BK00967,CUST0338,STYLIST07,Hair Colour,2025-10-23,17,3,0,90,1177,0,Silver,Chennai,63,Female,0.375
BK00968,CUST0470,STYLIST08,Manicure,2024-12-13,16,4,3,45,599,1,Silver,Nellore,44,Female,0.18181818181818177
BK00969,CUST0145,STYLIST02,Manicure,2025-09-04,16,3,1,45,576,1,Bronze,Nellore,28,Male,0.2222222222222222
BK00970,CUST0177,STYLIST09,Hair Colour,2026-05-03,9,6,1,90,1437,1,Gold,Nellore,22,Other,0.18181818181818177
BK00971,CUST0022,STYLIST09,Waxing,2025-04-26,10,5,0,30,423,0,Silver,Chennai,34,Female,0.25
BK00972,CUST0219,STYLIST01,Pedicure,2026-03-08,18,6,0,45,525,0,Bronze,Nellore,46,Female,0.125
BK00973,CUST0035,STYLIST04,Facial,2024-12-16,13,0,2,60,682,1,Platinum,Nellore,42,Male,0.0714285714285714
BK00974,CUST0069,STYLIST08,Manicure,2025-03-23,19,6,3,45,588,1,Silver,Hyderabad,57,Male,0.0
BK00975,CUST0162,STYLIST06,Haircut,2026-04-12,17,6,0,30,361,1,Silver,Hyderabad,26,Male,0.09090909090909094
BK00976,CUST0103,STYLIST03,Haircut,2025-03-18,11,1,1,30,258,1,Platinum,Nellore,59,Female,0.1333333333333333
BK00977,CUST0315,STYLIST01,Waxing,2025-01-14,14,1,1,30,387,0,Silver,Nellore,30,Female,0.2142857142857143
BK00978,CUST0421,STYLIST03,Waxing,2026-03-08,17,6,0,30,281,1,Gold,Hyderabad,35,Male,0.05555555555555558
BK00979,CUST0394,STYLIST04,Pedicure,2024-07-12,11,4,3,45,410,1,Bronze,Nellore,50,Male,0.08333333333333337
BK00980,CUST0206,STYLIST07,Waxing,2025-04-27,17,6,0,30,377,1,Bronze,Nellore,54,Female,0.1333333333333333
BK00981,CUST0034,STYLIST10,Haircut,2026-04-29,17,2,0,30,298,0,Bronze,Bangalore,26,Female,0.375
BK00982,CUST0094,STYLIST09,Hair Colour,2025-06-26,9,3,2,90,844,1,Bronze,Nellore,24,Female,0.30000000000000004
BK00983,CUST0096,STYLIST01,Waxing,2025-07-21,15,0,1,30,393,1,Gold,Hyderabad,26,Female,0.3076923076923077
BK00984,CUST0154,STYLIST10,Bridal Package,2024-08-19,16,0,0,180,9538,1,Gold,Chennai,46,Female,0.09999999999999998
BK00985,CUST0282,STYLIST05,Pedicure,2025-12-28,19,6,0,45,599,1,Bronze,Nellore,47,Female,0.0
BK00986,CUST0138,STYLIST08,Hair Colour,2026-01-17,11,5,2,90,972,1,Gold,Hyderabad,42,Male,0.09090909090909094
BK00987,CUST0470,STYLIST05,Hair Spa,2025-05-15,17,3,3,60,967,1,Silver,Nellore,44,Female,0.18181818181818177
BK00988,CUST0002,STYLIST06,Hair Colour,2025-03-16,16,6,1,90,1959,1,Gold,Nellore,28,Female,0.0
BK00989,CUST0229,STYLIST04,Waxing,2025-03-07,11,4,7,30,391,1,Bronze,Hyderabad,45,Female,0.25
BK00990,CUST0473,STYLIST06,Hair Colour,2024-12-14,11,5,0,90,1794,0,Bronze,Nellore,50,Other,0.33333333333333337
BK00991,CUST0341,STYLIST10,Facial,2025-04-16,16,2,0,60,714,1,Silver,Hyderabad,59,Female,0.125
BK00992,CUST0368,STYLIST10,Waxing,2024-12-29,17,6,7,30,453,0,Silver,Hyderabad,57,Male,0.25
BK00993,CUST0012,STYLIST05,Hair Colour,2025-03-05,10,2,1,90,1872,1,Silver,Nellore,32,Female,0.08333333333333337
BK00994,CUST0249,STYLIST04,Facial,2024-10-15,16,1,14,60,963,1,Bronze,Nellore,33,Female,0.07692307692307687
BK00995,CUST0176,STYLIST06,Waxing,2025-12-31,15,2,1,30,207,1,Bronze,Nellore,42,Female,0.09999999999999998
BK00996,CUST0060,STYLIST03,Pedicure,2025-05-26,12,0,0,45,410,0,Bronze,Hyderabad,33,Female,0.1428571428571429
BK00997,CUST0202,STYLIST01,Hair Colour,2026-02-22,19,6,2,90,992,1,Gold,Bangalore,38,Male,0.11111111111111116
BK00998,CUST0174,STYLIST07,Haircut,2025-08-24,16,6,2,30,386,1,Silver,Nellore,41,Female,0.08333333333333337
BK00999,CUST0311,STYLIST06,Waxing,2025-05-14,18,2,0,30,426,1,Gold,Chennai,57,Male,0.2222222222222222
BK01000,CUST0294,STYLIST07,Hair Spa,2024-11-07,10,3,0,60,529,1,Silver,Hyderabad,46,Female,0.125
BK01001,CUST0120,STYLIST03,Haircut,2024-11-11,12,0,0,30,394,0,Silver,Bangalore,23,Female,0.4444444444444444
BK01002,CUST0256,STYLIST06,Facial,2025-11-04,19,1,0,60,1016,1,Platinum,Bangalore,48,Female,0.0
BK01003,CUST0229,STYLIST05,Hair Colour,2025-01-12,16,6,2,90,1969,1,Bronze,Hyderabad,45,Female,0.25
BK01004,CUST0033,STYLIST08,Manicure,2024-11-04,9,0,0,45,511,1,Bronze,Nellore,18,Female,0.0
BK01005,CUST0211,STYLIST03,Manicure,2026-04-03,14,4,0,45,459,1,Platinum,Nellore,18,Female,0.07692307692307687
BK01006,CUST0339,STYLIST10,Haircut,2024-10-08,11,1,3,30,220,1,Gold,Nellore,39,Male,0.2222222222222222
BK01007,CUST0239,STYLIST06,Hair Colour,2026-03-20,19,4,1,90,1076,1,Bronze,Nellore,29,Male,0.07692307692307687
BK01008,CUST0379,STYLIST02,Pedicure,2025-11-23,13,6,1,45,595,0,Bronze,Nellore,61,Female,0.2727272727272727
BK01009,CUST0187,STYLIST02,Haircut,2024-07-24,12,2,3,30,252,1,Silver,Nellore,31,Male,0.0
BK01010,CUST0014,STYLIST06,Pedicure,2025-08-24,15,6,0,45,415,1,Gold,Hyderabad,60,Male,0.3076923076923077
BK01011,CUST0358,STYLIST08,Haircut,2025-04-29,12,1,3,30,282,1,Silver,Nellore,46,Male,0.23529411764705888
BK01012,CUST0228,STYLIST02,Hair Colour,2025-10-22,17,2,1,90,1293,1,Bronze,Hyderabad,32,Female,0.2222222222222222
BK01013,CUST0285,STYLIST01,Facial,2025-07-31,17,3,1,60,875,1,Silver,Nellore,56,Female,0.36363636363636365
BK01014,CUST0379,STYLIST09,Manicure,2024-11-19,15,1,2,45,449,0,Bronze,Nellore,61,Female,0.2727272727272727
BK01015,CUST0060,STYLIST01,Facial,2025-01-04,11,5,1,60,741,1,Bronze,Hyderabad,33,Female,0.1428571428571429
BK01016,CUST0132,STYLIST02,Facial,2026-04-27,16,0,0,60,606,0,Bronze,Nellore,55,Female,0.125
BK01017,CUST0215,STYLIST01,Hair Colour,2024-08-07,10,2,1,90,935,0,Bronze,Hyderabad,20,Female,0.3846153846153846
BK01018,CUST0388,STYLIST08,Facial,2026-02-22,16,6,7,60,854,1,Silver,Bangalore,21,Female,0.125
BK01019,CUST0075,STYLIST04,Haircut,2025-10-27,10,0,14,30,232,0,Bronze,Hyderabad,52,Female,0.2222222222222222
BK01020,CUST0196,STYLIST09,Waxing,2024-07-09,12,1,2,30,243,1,Bronze,Nellore,48,Female,0.125
BK01021,CUST0050,STYLIST10,Haircut,2026-04-24,16,4,1,30,309,1,Silver,Chennai,50,Male,0.15384615384615385
BK01022,CUST0387,STYLIST04,Pedicure,2025-10-29,17,2,1,45,426,1,Silver,Chennai,61,Female,0.11111111111111116
BK01023,CUST0173,STYLIST05,Haircut,2025-05-10,15,5,1,30,278,1,Bronze,Nellore,52,Female,0.0
BK01024,CUST0478,STYLIST10,Pedicure,2026-01-26,19,0,0,45,501,1,Gold,Nellore,35,Female,0.15384615384615385
BK01025,CUST0231,STYLIST09,Hair Spa,2024-08-10,11,5,14,60,826,0,Silver,Chennai,57,Female,0.09999999999999998
BK01026,CUST0257,STYLIST03,Haircut,2025-11-07,15,4,1,30,288,1,Gold,Chennai,60,Female,0.25
BK01027,CUST0167,STYLIST09,Hair Colour,2025-05-30,11,4,0,90,1768,0,Bronze,Nellore,25,Female,0.18181818181818177
BK01028,CUST0101,STYLIST06,Manicure,2025-04-09,11,2,1,45,523,1,Gold,Hyderabad,25,Male,0.07692307692307687
BK01029,CUST0111,STYLIST10,Haircut,2025-05-20,18,1,2,30,270,0,Bronze,Nellore,24,Other,0.46153846153846156
BK01030,CUST0254,STYLIST08,Waxing,2025-02-22,16,5,0,30,478,0,Gold,Chennai,60,Female,0.1428571428571429
BK01031,CUST0074,STYLIST05,Waxing,2026-01-13,12,1,0,30,386,1,Silver,Nellore,54,Female,0.15384615384615385
BK01032,CUST0086,STYLIST05,Facial,2024-09-15,11,6,0,60,662,0,Bronze,Nellore,41,Female,0.09999999999999998
BK01033,CUST0144,STYLIST02,Haircut,2025-10-15,12,2,7,30,340,1,Gold,Chennai,37,Female,0.07692307692307687
BK01034,CUST0459,STYLIST04,Haircut,2025-04-07,13,0,1,30,214,0,Silver,Chennai,44,Male,0.18181818181818177
BK01035,CUST0094,STYLIST01,Haircut,2024-12-13,10,4,2,30,323,0,Bronze,Nellore,24,Female,0.30000000000000004
BK01036,CUST0028,STYLIST05,Hair Spa,2025-06-30,9,0,2,60,673,1,Bronze,Nellore,31,Female,0.25
BK01037,CUST0433,STYLIST09,Facial,2025-01-28,11,1,0,60,783,0,Silver,Nellore,54,Female,0.2857142857142857
BK01038,CUST0106,STYLIST05,Waxing,2026-04-05,10,6,1,30,367,1,Bronze,Nellore,53,Male,0.18181818181818177
BK01039,CUST0433,STYLIST04,Haircut,2025-11-13,20,3,2,30,229,0,Silver,Nellore,54,Female,0.2857142857142857
BK01040,CUST0266,STYLIST06,Hair Spa,2026-02-06,19,4,7,60,513,0,Bronze,Chennai,57,Other,0.1428571428571429
BK01041,CUST0245,STYLIST09,Facial,2025-07-06,18,6,0,60,891,1,Silver,Nellore,44,Female,0.08333333333333337
BK01042,CUST0399,STYLIST09,Manicure,2025-05-10,16,5,2,45,329,1,Silver,Chennai,27,Female,0.18181818181818177
BK01043,CUST0496,STYLIST08,Haircut,2024-07-24,16,2,1,30,242,1,Bronze,Nellore,29,Male,0.36363636363636365
BK01044,CUST0116,STYLIST01,Haircut,2024-06-23,13,6,0,30,332,1,Silver,Chennai,26,Female,0.19999999999999996
BK01045,CUST0463,STYLIST01,Bridal Package,2025-09-03,18,2,1,180,6867,1,Gold,Nellore,58,Female,0.09999999999999998
BK01046,CUST0271,STYLIST10,Pedicure,2026-02-16,10,0,2,45,405,1,Gold,Nellore,53,Female,0.0
BK01047,CUST0413,STYLIST07,Waxing,2025-05-13,19,1,0,30,464,0,Bronze,Nellore,52,Male,0.17647058823529416
BK01048,CUST0302,STYLIST10,Hair Colour,2025-03-10,20,0,1,90,1258,1,Bronze,Hyderabad,40,Male,0.07692307692307687
BK01049,CUST0358,STYLIST08,Waxing,2025-01-28,18,1,14,30,433,1,Silver,Nellore,46,Male,0.23529411764705888
BK01050,CUST0253,STYLIST08,Waxing,2024-08-29,17,3,2,30,485,0,Platinum,Nellore,32,Female,0.2222222222222222
BK01051,CUST0406,STYLIST07,Haircut,2025-03-16,11,6,1,30,352,1,Platinum,Hyderabad,40,Female,0.0
BK01052,CUST0114,STYLIST02,Facial,2024-06-26,16,2,0,60,823,1,Bronze,Nellore,38,Male,0.16666666666666663
BK01053,CUST0464,STYLIST10,Pedicure,2025-09-22,17,0,2,45,521,1,Bronze,Bangalore,56,Male,0.2727272727272727
BK01054,CUST0360,STYLIST03,Haircut,2024-06-17,16,0,2,30,259,1,Silver,Nellore,34,Male,0.2222222222222222
BK01055,CUST0026,STYLIST06,Hair Spa,2025-11-19,16,2,1,60,792,1,Silver,Nellore,20,Female,0.0
BK01056,CUST0123,STYLIST09,Haircut,2025-10-30,18,3,3,30,239,0,Silver,Nellore,61,Male,0.125
BK01057,CUST0052,STYLIST02,Manicure,2024-06-18,16,1,7,45,458,1,Silver,Nellore,45,Female,0.2727272727272727
BK01058,CUST0169,STYLIST05,Hair Colour,2025-05-08,20,3,0,90,1934,1,Platinum,Nellore,23,Female,0.0
BK01059,CUST0110,STYLIST05,Pedicure,2026-01-20,16,1,0,45,520,1,Bronze,Chennai,23,Male,0.0
BK01060,CUST0490,STYLIST04,Waxing,2025-10-13,15,0,2,30,475,1,Silver,Hyderabad,46,Female,0.0
BK01061,CUST0499,STYLIST07,Waxing,2025-01-08,11,2,0,30,478,1,Silver,Chennai,45,Female,0.2727272727272727
BK01062,CUST0430,STYLIST07,Hair Spa,2025-11-12,17,2,1,60,613,0,Bronze,Bangalore,22,Female,0.5384615384615384
BK01063,CUST0423,STYLIST06,Bridal Package,2024-08-18,18,6,2,180,9180,0,Silver,Nellore,45,Male,0.4
BK01064,CUST0444,STYLIST04,Manicure,2025-03-16,17,6,2,45,403,1,Bronze,Chennai,58,Male,0.2142857142857143
BK01065,CUST0241,STYLIST10,Hair Spa,2025-06-22,19,6,1,60,568,0,Bronze,Nellore,24,Female,0.23076923076923073
BK01066,CUST0469,STYLIST10,Hair Colour,2024-07-30,16,1,1,90,1583,1,Silver,Chennai,41,Male,0.0
BK01067,CUST0347,STYLIST02,Facial,2025-06-09,15,0,0,60,662,1,Bronze,Chennai,47,Female,0.19999999999999996
BK01068,CUST0067,STYLIST07,Hair Spa,2025-06-03,16,1,0,60,595,1,Silver,Hyderabad,57,Male,0.15384615384615385
BK01069,CUST0462,STYLIST06,Pedicure,2025-04-26,12,5,0,45,627,1,Bronze,Nellore,60,Female,0.125
BK01070,CUST0353,STYLIST07,Manicure,2024-11-11,17,0,0,45,417,1,Bronze,Nellore,44,Male,0.25
BK01071,CUST0220,STYLIST08,Hair Colour,2025-09-20,18,5,0,90,1679,1,Bronze,Nellore,49,Female,0.16666666666666663
BK01072,CUST0153,STYLIST08,Hair Colour,2024-12-31,10,1,1,90,1786,1,Silver,Nellore,41,Female,0.23076923076923073
BK01073,CUST0146,STYLIST04,Haircut,2026-04-13,16,0,7,30,397,1,Bronze,Nellore,39,Other,0.16666666666666663
BK01074,CUST0413,STYLIST05,Haircut,2024-06-14,13,4,1,30,250,0,Bronze,Nellore,52,Male,0.17647058823529416
BK01075,CUST0215,STYLIST02,Manicure,2024-09-10,14,1,7,45,512,1,Bronze,Hyderabad,20,Female,0.3846153846153846
BK01076,CUST0336,STYLIST05,Hair Colour,2024-10-04,12,4,0,90,1181,1,Silver,Chennai,32,Female,0.1428571428571429
BK01077,CUST0167,STYLIST02,Haircut,2025-10-30,18,3,0,30,371,1,Bronze,Nellore,25,Female,0.18181818181818177
BK01078,CUST0393,STYLIST09,Haircut,2025-10-25,15,5,7,30,324,1,Bronze,Hyderabad,45,Female,0.09999999999999998
BK01079,CUST0255,STYLIST05,Manicure,2024-10-23,11,2,1,45,535,1,Bronze,Bangalore,29,Female,0.08333333333333337
BK01080,CUST0400,STYLIST08,Hair Colour,2024-10-04,13,4,1,90,1551,1,Gold,Nellore,33,Female,0.2222222222222222
BK01081,CUST0492,STYLIST06,Facial,2025-12-17,17,2,2,60,785,1,Bronze,Nellore,44,Female,0.18181818181818177
BK01082,CUST0155,STYLIST08,Haircut,2025-06-23,11,0,2,30,273,1,Silver,Chennai,22,Female,0.3076923076923077
BK01083,CUST0137,STYLIST04,Haircut,2025-12-14,14,6,2,30,216,1,Silver,Nellore,45,Female,0.15384615384615385
BK01084,CUST0005,STYLIST01,Manicure,2024-06-08,13,5,3,45,483,1,Bronze,Nellore,34,Female,0.16666666666666663
BK01085,CUST0297,STYLIST05,Haircut,2024-07-06,18,5,0,30,307,1,Bronze,Hyderabad,25,Male,0.18181818181818177
BK01086,CUST0007,STYLIST05,Manicure,2024-06-16,10,6,3,45,550,0,Silver,Nellore,39,Male,0.2222222222222222
BK01087,CUST0380,STYLIST09,Hair Spa,2025-08-11,12,0,2,60,774,1,Gold,Nellore,46,Male,0.0
BK01088,CUST0400,STYLIST03,Waxing,2024-12-24,11,1,0,30,417,1,Gold,Nellore,33,Female,0.2222222222222222
BK01089,CUST0355,STYLIST02,Pedicure,2024-10-12,16,5,3,45,450,1,Gold,Nellore,20,Female,0.0
BK01090,CUST0349,STYLIST09,Hair Colour,2025-11-12,15,2,2,90,849,1,Gold,Nellore,29,Female,0.0
BK01091,CUST0218,STYLIST09,Hair Colour,2025-01-26,17,6,1,90,1376,1,Bronze,Nellore,56,Male,0.2727272727272727
BK01092,CUST0248,STYLIST03,Hair Colour,2026-01-24,16,5,0,90,1298,0,Silver,Chennai,32,Male,0.25
BK01093,CUST0057,STYLIST05,Haircut,2026-04-22,10,2,0,30,227,1,Bronze,Bangalore,32,Female,0.1333333333333333
BK01094,CUST0168,STYLIST09,Waxing,2024-06-07,18,4,0,30,249,0,Gold,Nellore,29,Female,0.25
BK01095,CUST0460,STYLIST09,Manicure,2024-10-02,13,2,0,45,510,0,Bronze,Bangalore,27,Female,0.16666666666666663
BK01096,CUST0172,STYLIST06,Haircut,2026-03-12,20,3,2,30,254,1,Bronze,Hyderabad,60,Female,0.19999999999999996
BK01097,CUST0257,STYLIST06,Hair Colour,2024-12-13,18,4,1,90,1534,1,Gold,Chennai,60,Female,0.25
BK01098,CUST0221,STYLIST06,Haircut,2024-12-12,13,3,0,30,300,1,Bronze,Nellore,31,Female,0.0
BK01099,CUST0307,STYLIST08,Facial,2025-08-22,14,4,2,60,847,1,Bronze,Nellore,38,Female,0.2222222222222222
BK01100,CUST0092,STYLIST09,Waxing,2025-10-31,17,4,1,30,466,1,Gold,Bangalore,60,Female,0.1333333333333333
BK01101,CUST0104,STYLIST01,Facial,2026-02-26,16,3,3,60,1091,1,Bronze,Hyderabad,61,Female,0.30000000000000004
BK01102,CUST0412,STYLIST08,Bridal Package,2024-06-14,16,4,0,180,9851,1,Gold,Nellore,24,Male,0.0625
BK01103,CUST0064,STYLIST02,Haircut,2024-06-15,19,5,0,30,299,1,Silver,Nellore,56,Female,0.23076923076923073
BK01104,CUST0313,STYLIST05,Waxing,2025-03-29,17,5,0,30,341,1,Bronze,Chennai,59,Female,0.09090909090909094
BK01105,CUST0059,STYLIST01,Waxing,2024-10-10,15,3,0,30,498,1,Silver,Nellore,44,Female,0.1428571428571429
BK01106,CUST0003,STYLIST08,Waxing,2025-06-15,19,6,3,30,488,1,Platinum,Nellore,45,Male,0.19999999999999996
BK01107,CUST0097,STYLIST05,Waxing,2025-05-16,17,4,1,30,367,1,Bronze,Nellore,50,Male,0.2142857142857143
BK01108,CUST0270,STYLIST04,Bridal Package,2026-03-15,16,6,0,180,12494,1,Gold,Nellore,37,Female,0.0625
BK01109,CUST0029,STYLIST07,Haircut,2024-05-05,15,6,2,30,328,1,Gold,Hyderabad,60,Male,0.0
BK01110,CUST0274,STYLIST07,Hair Spa,2026-01-03,12,5,1,60,900,1,Bronze,Nellore,45,Female,0.0
BK01111,CUST0090,STYLIST05,Waxing,2025-08-15,11,4,0,30,286,1,Silver,Bangalore,19,Female,0.18181818181818177
BK01112,CUST0489,STYLIST08,Hair Spa,2024-10-14,17,0,0,60,927,0,Gold,Bangalore,44,Male,0.21052631578947367
BK01113,CUST0100,STYLIST05,Manicure,2024-08-18,17,6,0,45,305,1,Silver,Chennai,56,Female,0.4545454545454546
BK01114,CUST0134,STYLIST03,Haircut,2025-03-06,12,3,1,30,324,1,Gold,Chennai,64,Female,0.06666666666666665
BK01115,CUST0280,STYLIST06,Facial,2024-05-15,13,2,0,60,805,0,Bronze,Nellore,24,Male,0.09999999999999998
BK01116,CUST0287,STYLIST04,Hair Colour,2025-08-18,11,0,1,90,925,1,Silver,Chennai,32,Male,0.1428571428571429
BK01117,CUST0395,STYLIST10,Haircut,2025-10-19,17,6,2,30,240,1,Silver,Hyderabad,19,Female,0.19999999999999996
BK01118,CUST0486,STYLIST01,Hair Spa,2024-05-06,10,0,3,60,697,1,Silver,Chennai,22,Female,0.4
BK01119,CUST0124,STYLIST08,Hair Colour,2024-07-18,10,3,14,90,1316,1,Bronze,Nellore,33,Female,0.19999999999999996
BK01120,CUST0251,STYLIST09,Manicure,2026-01-24,15,5,7,45,469,1,Silver,Chennai,29,Female,0.0
BK01121,CUST0313,STYLIST03,Hair Spa,2024-07-08,16,0,2,60,642,1,Bronze,Chennai,59,Female,0.09090909090909094
BK01122,CUST0222,STYLIST08,Hair Colour,2025-04-25,19,4,1,90,1462,1,Bronze,Hyderabad,53,Female,0.08333333333333337
BK01123,CUST0096,STYLIST02,Hair Colour,2026-01-21,16,2,1,90,1958,1,Gold,Hyderabad,26,Female,0.3076923076923077
BK01124,CUST0429,STYLIST07,Hair Colour,2025-01-01,12,2,1,90,957,1,Platinum,Nellore,52,Female,0.06666666666666665
BK01125,CUST0431,STYLIST01,Hair Colour,2026-03-21,17,5,1,90,1219,1,Bronze,Nellore,28,Female,0.08333333333333337
BK01126,CUST0354,STYLIST02,Facial,2025-11-04,19,1,3,60,953,0,Gold,Hyderabad,32,Female,0.18181818181818177
BK01127,CUST0355,STYLIST03,Hair Spa,2026-02-16,15,0,0,60,783,1,Gold,Nellore,20,Female,0.0
BK01128,CUST0470,STYLIST09,Hair Colour,2025-05-31,12,5,0,90,1286,1,Silver,Nellore,44,Female,0.18181818181818177
BK01129,CUST0399,STYLIST01,Hair Colour,2026-01-31,12,5,7,90,961,1,Silver,Chennai,27,Female,0.18181818181818177
BK01130,CUST0458,STYLIST08,Waxing,2024-06-27,15,3,3,30,294,1,Silver,Bangalore,53,Female,0.125
BK01131,CUST0190,STYLIST08,Haircut,2025-12-30,17,1,2,30,215,1,Silver,Chennai,45,Female,0.125
BK01132,CUST0384,STYLIST07,Haircut,2025-07-14,15,0,1,30,335,1,Bronze,Nellore,49,Female,0.1428571428571429
BK01133,CUST0002,STYLIST08,Haircut,2024-12-18,12,2,7,30,384,1,Gold,Nellore,28,Female,0.0
BK01134,CUST0365,STYLIST10,Pedicure,2026-02-25,11,2,1,45,571,0,Silver,Nellore,48,Female,0.2857142857142857
BK01135,CUST0069,STYLIST02,Haircut,2025-10-05,17,6,3,30,235,1,Silver,Hyderabad,57,Male,0.0
BK01136,CUST0184,STYLIST02,Haircut,2024-09-22,16,6,1,30,343,1,Gold,Nellore,47,Female,0.0
BK01137,CUST0007,STYLIST04,Hair Spa,2024-06-17,14,0,7,60,671,1,Silver,Nellore,39,Male,0.2222222222222222
BK01138,CUST0106,STYLIST10,Facial,2024-05-29,19,2,0,60,1093,0,Bronze,Nellore,53,Male,0.18181818181818177
BK01139,CUST0414,STYLIST07,Haircut,2024-12-20,15,4,0,30,284,1,Gold,Nellore,32,Female,0.25
BK01140,CUST0160,STYLIST10,Hair Spa,2026-04-28,16,1,1,60,640,0,Bronze,Nellore,42,Female,0.2857142857142857
BK01141,CUST0441,STYLIST10,Facial,2025-01-10,11,4,0,60,684,1,Bronze,Nellore,39,Male,0.2222222222222222
BK01142,CUST0074,STYLIST06,Facial,2025-08-11,12,0,2,60,1000,1,Silver,Nellore,54,Female,0.15384615384615385
BK01143,CUST0291,STYLIST06,Haircut,2024-07-06,16,5,14,30,240,1,Silver,Nellore,55,Female,0.33333333333333337
BK01144,CUST0281,STYLIST03,Facial,2026-01-19,20,0,1,60,901,1,Gold,Chennai,58,Male,0.25
BK01145,CUST0125,STYLIST10,Waxing,2025-09-10,13,2,0,30,325,1,Platinum,Bangalore,44,Female,0.1428571428571429
BK01146,CUST0093,STYLIST05,Pedicure,2024-10-11,19,4,0,45,609,1,Bronze,Nellore,30,Female,0.0
BK01147,CUST0140,STYLIST06,Facial,2024-12-11,12,2,1,60,1093,1,Silver,Chennai,27,Female,0.10526315789473684
BK01148,CUST0297,STYLIST02,Manicure,2026-04-20,14,0,2,45,461,1,Bronze,Hyderabad,25,Male,0.18181818181818177
BK01149,CUST0500,STYLIST09,Haircut,2026-01-11,11,6,7,30,268,0,Bronze,Nellore,61,Female,0.2222222222222222
BK01150,CUST0463,STYLIST05,Hair Spa,2025-11-06,18,3,3,60,729,0,Gold,Nellore,58,Female,0.09999999999999998
BK01151,CUST0310,STYLIST07,Pedicure,2025-05-05,11,0,7,45,580,0,Bronze,Bangalore,57,Female,0.75
BK01152,CUST0082,STYLIST08,Manicure,2024-10-16,10,2,0,45,492,1,Silver,Hyderabad,61,Male,0.16666666666666663
BK01153,CUST0115,STYLIST01,Hair Colour,2025-10-09,11,3,0,90,1514,1,Bronze,Nellore,18,Female,0.4375
BK01154,CUST0360,STYLIST01,Hair Spa,2024-11-28,16,3,0,60,953,1,Silver,Nellore,34,Male,0.2222222222222222
BK01155,CUST0090,STYLIST06,Facial,2024-07-01,15,0,1,60,841,1,Silver,Bangalore,19,Female,0.18181818181818177
BK01156,CUST0320,STYLIST05,Waxing,2024-05-28,18,1,3,30,373,1,Bronze,Nellore,31,Other,0.16666666666666663
BK01157,CUST0241,STYLIST07,Bridal Package,2026-03-14,18,5,0,180,11321,1,Bronze,Nellore,24,Female,0.23076923076923073
